topology,J,mu,seed_idx,collapsed,collapse_type,collapse_step,final_m_avg,final_W,final_m_std,intra_corr,inter_corr
complete,0.5,80,33,0,none,-1,0.9999990000000003,2485.5130098409745,3.3306690738754696e-16,,
complete,0.5,80,34,0,none,-1,0.9983054590832359,2461.354557199139,1.1102230246251565e-16,,
complete,0.5,80,35,0,none,-1,0.9999990000000003,2485.860371647828,3.3306690738754696e-16,,
complete,0.5,80,36,0,none,-1,0.9999990000000003,2481.863332254242,3.3306690738754696e-16,,
complete,0.5,80,37,0,none,-1,0.9999990000000003,2481.80736165542,3.3306690738754696e-16,,
complete,0.5,80,38,0,none,-1,0.9980276415148949,2477.9679968606815,2.220446049250313e-16,,
complete,0.5,80,39,0,none,-1,0.999621146403694,2473.7825265808137,3.3306690738754696e-16,,
complete,0.5,80,40,0,none,-1,0.9999990000000003,2483.1200990795637,3.3306690738754696e-16,,
complete,0.5,80,41,0,none,-1,0.9998843514952344,2460.560533649523,0.0,,
complete,0.5,80,42,0,none,-1,0.9973711813419064,2460.929318830563,0.0,,
complete,0.5,80,43,0,none,-1,0.9999990000000003,2474.7814850600225,3.3306690738754696e-16,,
complete,0.5,80,44,0,none,-1,0.9999972396161781,2469.5524097150433,2.220446049250313e-16,,
complete,0.5,80,45,0,none,-1,0.9999990000000003,2456.7001172967716,3.3306690738754696e-16,,
complete,0.5,80,46,0,none,-1,0.8975407128538256,2471.008414004009,1.1102230246251565e-16,,
complete,0.5,80,47,0,none,-1,0.9212326518296245,2463.789243704665,2.220446049250313e-16,,
complete,0.5,80,48,0,none,-1,0.9999990000000003,2465.071447267977,3.3306690738754696e-16,,
complete,0.5,80,49,0,none,-1,0.9999990000000003,2462.4975984263747,3.3306690738754696e-16,,
complete,0.5,100,0,0,none,-1,0.998269039265532,3449.9093547183024,1.1102230246251565e-16,,
complete,0.5,100,1,0,none,-1,0.9999308639684673,3438.8910357459604,1.1102230246251565e-16,,
complete,0.5,100,2,0,none,-1,0.9999990000000003,3478.4539369141403,3.3306690738754696e-16,,
complete,0.5,100,3,0,none,-1,0.9899413307226651,3468.8372792331847,2.220446049250313e-16,,
complete,0.5,100,4,0,none,-1,0.9999990000000003,3480.917812358526,3.3306690738754696e-16,,
complete,0.5,100,5,0,none,-1,0.9823315578513275,3477.0769940358223,3.3306690738754696e-16,,
complete,0.5,100,6,0,none,-1,0.9983255030747565,3443.278097095257,2.220446049250313e-16,,
complete,0.5,100,7,0,none,-1,0.9999990000000003,3457.092142474501,3.3306690738754696e-16,,
complete,0.5,100,8,0,none,-1,0.9999990000000003,3455.7773053432957,3.3306690738754696e-16,,
complete,0.5,100,9,0,none,-1,0.9984554297628817,3433.2564759040088,3.3306690738754696e-16,,
complete,0.5,100,10,0,none,-1,0.9999990000000003,3474.035141998812,3.3306690738754696e-16,,
complete,0.5,100,11,0,none,-1,0.9999990000000003,3472.242887001725,3.3306690738754696e-16,,
complete,0.5,100,12,0,none,-1,0.9999990000000003,3475.1256974889975,3.3306690738754696e-16,,
complete,0.5,100,13,0,none,-1,0.9999990000000003,3472.7755736398344,3.3306690738754696e-16,,
complete,0.5,100,14,0,none,-1,0.9955795907564615,3444.049157682704,1.1102230246251565e-16,,
complete,0.5,100,15,0,none,-1,0.9983122869639794,3476.4416011555422,1.1102230246251565e-16,,
