window_end,rho_bar,DB,max_drawdown_pct,drawdown_corr,tail_5,tail_3,tail_10,J,decile
2020-12-16,0.6598108894153264,1.2131562974792127,-0.19985831672143273,0.8146002784136323,1,1,1,1.9395414752733493,3
2020-12-17,0.6531212550307124,1.2181551875817471,-0.19985831672143273,0.8146002784136323,1,1,1,1.882851758727792,3
2020-12-18,0.6522736564982223,1.2187463116439887,-0.19985831672143273,0.8146002784136323,1,1,1,1.8758246784799257,3
2020-12-19,0.6446351934573755,1.2249889412735373,-0.19985831672143273,0.8146002784136323,1,1,1,1.8140096644039914,2
2020-12-20,0.6428971025226046,1.2241891991518954,-0.19985831672143273,0.8146002784136323,1,1,1,1.800313318833544,2
2020-12-21,0.6520087156409778,1.2179023546754855,-0.19985831672143273,0.8146002784136323,1,1,1,1.873635188427022,3
2020-12-22,0.6439949710824051,1.2276999939897761,-0.19985831672143273,0.8146002784136323,1,1,1,1.8089490843441758,2
2020-12-23,0.6633340111675026,1.2090252319884605,-0.2248129233089804,0.7297882865948818,1,1,1,1.970303010018435,3
2020-12-24,0.6713220491019941,1.200513093773236,-0.22481292330898028,0.7297882865948818,1,1,1,2.0424918899117643,3
2020-12-25,0.6738784904798878,1.2008851110402174,-0.22481292330898028,0.7297882865948818,1,1,1,2.0663417493421394,3
2020-12-26,0.6683680298067534,1.2043708174085972,-0.2248129233089804,0.7297882865948818,1,1,1,2.015390824404794,3
2020-12-27,0.6566311644357737,1.211402534861962,-0.22481292330898028,0.7297882865948818,1,1,1,1.9123202120448481,3
2020-12-28,0.6374080748612221,1.231776405580496,-0.22481292330898028,0.7297882865948818,1,1,1,1.7579213177934434,2
2020-12-29,0.6222965853733656,1.2448436936586567,-0.22481292330898028,0.7297882865948818,1,1,1,1.647579982798184,2
2020-12-30,0.6187352017655037,1.2462870434272635,-0.22481292330898028,0.7297882865948818,1,1,1,1.6228490136793368,2
2020-12-31,0.5991689358195759,1.2631769305128535,-0.22481292330898028,0.7297882865948818,1,1,1,1.4948166181797597,2
2021-01-01,0.5758659012943342,1.2845522938582439,-0.22481292330898028,0.7297882865948818,1,1,1,1.3577448808094184,1
2021-01-02,0.5715270666069796,1.2896333717702815,-0.22481292330898028,,1,1,1,1.3338697081309956,1
2021-01-03,0.566958181703217,1.2894988311585964,-0.22481292330898028,,1,1,1,1.3092457997085516,1
2021-01-04,0.5594446834413226,1.2959603591878133,-0.22481292330898028,,1,1,1,1.269862517631904,1
2021-01-05,0.544177656476764,1.3155798470324118,-0.2248129233089804,,1,1,1,1.1938371696977244,1
2021-01-06,0.5327513923453219,1.3255501950816662,-0.22481292330898028,,1,1,1,1.140188292950578,1
2021-01-07,0.5146617438738329,1.3493378204422732,-0.2248129233089804,,1,1,1,1.0604186613717979,0
2021-01-08,0.4903667161323817,1.3800727096158603,-0.2248129233089804,,1,1,1,0.962195232640572,0
2021-01-09,0.4866353096755024,1.3835398996832042,-0.22481292330898028,,1,1,1,0.9479329584742192,0
2021-01-10,0.4923764213640524,1.3788104527592084,-0.2248129233089804,,1,1,1,0.9699636543423253,0
2021-01-11,0.5112028443351696,1.3591731045604576,-0.2248129233089804,,1,1,1,1.0458384186787348,0
2021-01-12,0.4992229663532722,1.3734069746615447,-0.2248129233089804,,1,1,1,0.9968966881685073,0
2021-01-13,0.5014932856182746,1.3744420819986163,-0.2248129233089804,,1,1,1,1.0059910351262835,0
2021-01-14,0.4950301179289133,1.3855929254319788,-0.2248129233089804,,1,1,1,0.9803161247926188,0
2021-01-15,0.4860443071066406,1.3945944001805455,-0.2248129233089804,,1,1,1,0.9456930117271605,0
2021-01-16,0.4757343595672988,1.408504528301848,-0.2248129233089804,,1,1,1,0.9074299799137185,0
2021-01-17,0.46882281255668645,1.4165330287650377,-0.2248129233089804,,1,1,1,0.8826109698220399,0
2021-01-18,0.4696151422715426,1.4157108047354485,-0.2248129233089804,,1,1,1,0.8854233589601701,0
2021-01-19,0.4642819748377616,1.4211621656052846,-0.2248129233089804,,1,1,1,0.8666536368589747,0
2021-01-20,0.4573509848497193,1.4330638998980412,-0.2248129233089804,,1,1,1,0.8428117845621832,0
2021-01-21,0.492452783168158,1.390971752911301,-0.2248129233089804,,1,1,1,0.9702600405181908,0
2021-01-22,0.49888784616794757,1.3833490803897917,-0.22481292330898028,,1,1,1,0.9955612578000845,0
2021-01-23,0.49888751744203375,1.3833600842017264,-0.19942351138062853,,1,1,1,0.9955599487273297,0
2021-01-24,0.49001501171575207,1.3937804319460008,-0.19942351138062853,,1,1,1,0.9608420305945058,0
2021-01-25,0.4621217839262931,1.4293462133620907,-0.19942351138062853,,1,1,1,0.8591569059992705,0
2021-01-26,0.4617671007263965,1.4299499063676009,-0.19942351138062853,,1,1,1,0.8579317640181325,0
2021-01-27,0.47355218796555526,1.4143298452143387,-0.19942351138062853,,1,1,1,0.8995235180777453,0
2021-01-28,0.4790493790703657,1.4074678638432303,-0.19942351138062853,,1,1,1,0.9195677283491936,0
2021-01-29,0.47745448502704924,1.409753451579237,-0.19942351138062853,,1,1,1,0.9137088949117942,0
2021-01-30,0.4647145542022584,1.4333495989489704,-0.19942351138062853,,1,1,1,0.8681621326537083,0
2021-01-31,0.4600765046115797,1.4409615146295072,-0.19942351138062853,,1,1,1,0.852114250520995,0
2021-02-01,0.4423234650757542,1.4629416824285384,-0.19942351138062853,,1,1,1,0.7931541626291286,0
2021-02-02,0.4272100838952564,1.484712893378857,-0.19942351138062853,,1,1,1,0.7458407906348936,0
